#,Who,=,*,A,B,C,D,E
2362,demidovichv,1378,,492,886,,,
2362,_Time_Lord_,1378,,478,900,,,
2362,sifat_15,1378,,482,896,,,
2362,sgupta98,1378,,478,900,,,
2371,focusvish,1376,,476,900,,,
2371,bAdbuoy,1376,,492,884,,,
2371,RishabhD,1376,,480,896,,,
2371,mayukh1110,1376,,476,900,,,
2371,FortisFortunaAdiuvat,1376,,476,900,,,
2371,UnseenMarksman,1376,,494,882,,-1,
2371,abiralsijaria,1376,,476,900,,,
2371,Avilash__Dutta,1376,,440,936,,,
2371,GreimuL,1376,,480,896,,,
2371,wzy1999,1376,,478,-1,898,,
2381,Gaga_liao,1374,,474,900,,,
2381,L0rdV0ldemort000006,1374,,434,940,,,
2381,IceLady,1374,,482,892,,,
2381,sagor_das,1374,,474,900,,,
2381,iitr_anurag,1374,,478,896,,,
2381,raj1238,1374,,492,882,,-2,
2381,sharma235,1374,,486,888,,,
2381,MrPink,1374,,474,900,,,
2381,vincent97198,1374,,478,896,,,
2381,tiantp,1374,,490,884,,,
2391,delete1,1372,,436,936,,-2,-2
2391,golions,1372,,486,886,,,
2391,fitz_chivalry,1372,,472,900,,,
2391,Horcrux1729,1372,,480,892,,,
2391,Juvitus,1372,,480,892,,,-1
2396,shinku_cc,1370,,478,892,,,
2396,ankursaini1998,1370,,490,880,,,
2396,gnu_higher,1370,,478,892,,,
2396,Naman_123,1370,,478,892,,,
2396,yonkoaman,1370,,482,888,,,
2396,rom_patel,1370,,470,900,,,
2396,olegfomenko,1370,,492,878,,,
2396,passerby_Liao,1370,,492,878,,,
2396,ekdoteen123,1370,,470,900,,,
2405,av_123,1368,,480,888,,,
2405,zeeshan_khan512,1368,,480,888,,,
2405,alexxela12345,1368,,464,904,-1,-1,
2405,1710252507,1368,,480,888,,,
2405,Kostin2020,1368,,480,888,,,
2405,krit_patel,1368,,480,888,,,
2405,2017214137,1368,,476,892,,,
2405,DHV,1368,,472,896,-4,,
2405,stunba,1368,,472,896,,,
2414,JacobianDet,1366,,478,888,,,
2414,cyber_bot,1366,,478,888,,,
2414,13553812325,1366,,478,888,,,
2414,ZhouTi,1366,,466,900,,,-3
2414,frostwinter234,1366,,486,880,,-1,
2419,tarun360,1364,,484,880,,,
2419,rogink13,1364,,468,896,,,
2419,Dalp,1364,,464,900,,,
2419,rdiachenko,1364,,476,888,,-2,
2419,Kolyadavydenko,1364,,484,880,,,-1
2419,snstkfka,1364,,472,892,,-3,
2419,Incepti0n,1364,,472,892,,,-1
2419,sdhimmar006,1364,,488,876,,,-1
2419,sagarshete96,1364,,424,940,,,
2428,NASOCHEC,1362,,474,888,,,
2428,dasavishal111,1362,,474,888,,,
2428,Sandeep_P,1362,,470,892,,,
2428,apoorv1999,1362,,486,876,,,
2428,Bonchinchi,1362,,-1,-2,1362,,
2428,uniform,1362,,434,928,,,
2428,mir003,1362,,478,884,,,
2428,anubhav000051,1362,,478,884,-1,,
2428,DoReMiFaSoLaTiDo,1362,,454,908,,,
2428,nupt_ant,1362,,474,888,,,
2428,csdog,1362,,472,890,-1,-1,
2428,Aer0park,1362,,488,874,,-6,
2428,kshitij_07,1362,,474,888,,,
2441,MrSpecialist,1360,,432,928,-2,,
2441,anuragsingh804,1360,,428,932,,,-1
2441,BLUE14,1360,,488,872,,,
2441,keysersoze,1360,,484,876,,,
2441,malfoy,1360,,476,884,,,
2441,AffirmativeActor,1360,,432,928,,,
2441,zayaz777,1360,,476,884,-4,,
2441,newbie_in_world,1360,,428,932,,,
2449,curve,1358,,470,888,,,
2449,ilim,1358,,488,870,,,
2449,Storm_Stark,1358,,474,884,,,
2449,AkckA,1358,,486,872,,,
2449,eeeeeeeelias,1358,,438,920,,,
2449,arindam_adm,1358,,474,884,,,
2449,rishiraj22,1358,,434,924,,,
2449,adiforluls,1358,,474,884,,,
2457,freaky_baba,1356,,468,888,,,
2457,fzu_Y,1356,,476,880,,,
2457,QAQmika,1356,,464,892,,-4,
2457,coelho,1356,,428,928,,,-3
2457,kabeer27,1356,,486,870,,,
2457,deepanshudm11,1356,,432,924,,,
2463,Moon_human,1354,,482,872,,-1,
2463,rsan,1354,,488,866,-3,,
2463,totito,1354,,478,876,-1,,
2463,ordyh,1354,,374,980,,,
2463,Izayoi_Sakuya,1354,,470,884,-1,,
2463,nashugame,1354,,492,862,-2,,
2469,RaFiN_,1352,,428,924,,-4,
2469,Radon12,1352,,428,924,,-1,
2469,DUBIOUS_FBS,1352,,476,876,,,
2469,Random_,1352,,368,-1,984,,
2469,a.kleber.d,1352,,464,888,,,
2469,shivam_jain,1352,,468,884,,,
2469,qingshanfly,1352,,468,884,,,
2469,D_D_D,1352,,480,872,,,
2477,novink,1350,,426,924,,-4,
2477,PiMat,1350,,480,870,,,
2477,utpal,1350,,470,880,,,
2477,jenish9599,1350,,426,924,-1,,
2477,baba_yaaga,1350,,470,880,,,
2477,_FLICKER_,1350,,482,868,,,
2477,henu-wxj,1350,,474,876,,,
2477,zylzyl,1350,,478,872,,,
2485,hsermeno,1348,,478,870,,-3,
2485,saint_coder,1348,,464,884,,,
2485,tdlbw,1348,,486,862,,,
2485,_Lightning_,1348,,482,866,,,
2489,YahiaBadr,1346,,488,858,,,-2
2489,shahnirmit2503,1346,,474,872,,,-3
2489,s_hertelli,1346,,470,876,,,
2489,LongChenL,1346,,466,880,,,
2489,saptarshim,1346,,470,876,,,
2489,vaibhavpulastya,1346,,484,862,,,
2489,rsqppp,1346,,440,-5,906,,
2489,yajatdawar,1346,,470,876,,,
2489,Hapsidra,1346,,470,876,-1,,
2498,Farhan_meb,1344,+1,392,852,,,
2498,Froz,1344,,436,908,,-1,
2498,fsfgfbfhty,1344,,468,876,,,
2498,Siry,1344,,484,860,,,
2502,Alphatrance,1342,,488,854,,,
2502,nitish235,1342,,484,858,-1,-5,
2502,ridam,1342,,426,916,,,
2502,MuhammadAl-Halaby,1342,,434,908,,,
2502,dmitriy0712,1342,,478,864,,,
2502,dvyn01,1342,,486,856,,,
2502,tiagoss2005,1342,,474,868,,,
2502,kangsj,1342,,426,916,,-3,
2510,arushi309,1340,,480,860,,,
2510,landcold7,1340,,464,876,,,
2510,curly_braces,1340,,432,908,,,-1
2510,Outermeasure,1340,,468,872,,,
2510,yell0wfl4sh,1340,,468,872,,,
2510,nikhilrathor01,1340,,464,876,,,
2516,shubhamdhama,1338,,480,858,-1,,
2516,Mahmodul00,1338,,484,854,,,
2516,yeeeet,1338,,494,844,,-5,-1
2516,harshyd,1338,,426,912,,,
2516,Georgiana27,1338,,474,864,,,
2516,rfqdckcp,1338,,466,872,,,
2516,_Jon_Snow,1338,,480,858,-2,,
2516,rohan_chittora,1338,,470,868,,,
2516,18380120126,1338,,462,876,,-2,
2516,eXCore,1338,,422,916,,,
2516,ujjk29,1338,,426,912,,,-4
2527,F-35,1336,,480,856,-1,,
2527,_BEK,1336,,468,868,,,
2527,martingarrix18,1336,,486,850,,,-2
2527,Mayer_Emad,1336,,472,864,,,
2527,walragatver,1336,,482,854,,,
2532,Unshaddy,1334,,426,908,,,
2532,sakibakon,1334,,478,856,,,
2532,Asif_Watson,1334,,474,860,,,
2532,Meleh,1334,,440,894,,,
2532,dhruvil_11,1334,,480,854,,,-1
2532,Valkyrie28,1334,,470,864,-2,,
2532,acm2k__,1334,,458,876,-1,,
2532,div24ever,1334,,386,948,,-4,
2532,Coder_Keanu,1334,,474,860,,,
2541,Paranoid18,1332,,472,860,,,
2541,pransh,1332,,464,868,,,
2541,prince_of_crows,1332,,420,912,,,
2541,T1R4nggg,1332,,480,852,,,
2541,IMKortam,1332,,464,868,,,
2541,sakshammm14,1332,,482,850,,,
2547,Ataur387,1330,,480,850,,,
2547,v_house,1330,,478,852,,,
2547,mukla,1330,,470,860,-3,,
2547,aniketsanghi,1330,+1,408,872,,,
2547,KharYusuf,1330,,478,852,,,
2547,teru,1330,,470,860,,,
2553,IMGR00T,1328,,486,842,,,
2553,optimisticdeterminist,1328,,482,846,,,
2553,satyamcse,1328,,428,900,,,
2556,Pr0tick,1326,,488,838,,,
2556,mchetin,1326,,476,850,,,
2556,NurCorezzi,1326,,484,842,,-4,
2556,ouyeye,1326,,470,856,-2,,
2556,yuzhibo,1326,,474,852,,,
2556,Sir_Edward,1326,,426,900,,,
2556,adityad1998,1326,,462,864,,,
2563,SurajPrakash,1324,,468,856,,,
2563,dizballanze,1324,,420,904,,-2,
2563,madhavverma48,1324,,464,860,,,
2563,Evirir,1324,,420,904,,,
2563,DongChengrong,1324,,478,846,,,
2563,fuad036,1324,,428,896,,,
2569,lizhijian,1322,,484,838,,,
2569,IIUC_minhazmiraz,1322,,426,896,,,
2569,mannshah27,1322,,480,842,,,
2569,sam250698,1322,,458,864,,,
2569,asdacap,1322,,476,846,-2,,
2569,xish,1322,,426,896,,,
2569,Aaronus23,1322,,466,856,,,
2569,Cyber_Wizard,1322,,476,846,,,
2569,bwang1008,1322,,422,-3,900,,
2578,Amplifier.,1320,,478,842,,,
2578,codebreaker1296,1320,,420,900,,,
2578,CoDeHuNtEr,1320,,490,830,,,
2578,*kongroo,1320,,,,,,1320
2578,jimmy51997,1320,,486,834,-1,,
2578,conjecture_xyz,1320,,424,896,,,
2578,adityakumar3811,1320,,486,834,,,
2578,img2,1320,,468,852,,,
2586,lalalahhh,1318,,470,848,,,
2586,_wonderwoman,1318,,474,844,,,-1
2586,limit613,1318,,470,848,,,
2586,120106,1318,,482,836,,,
2586,HoGan_ThEMasTerMind,1318,,432,886,,,
2586,0-v-0,1318,,430,888,,,
2586,akashks,1318,,418,900,,,
2586,asad_shuvo,1318,,462,856,,,
2586,Stockholm,1318,,466,852,,,
2586,sengoku,1318,,462,856,-4,,
2586,FrozenBeast028,1318,,476,842,-1,,
2586,butter_n_cheese,1318,,482,836,,,
2586,Qito,1318,,454,864,-2,,
2586,Towfiq379,1318,,418,900,,,-1
2586,hsl2363,1318,,482,836,,,
2586,MinumCoklatPanas,1318,,430,888,,,
2586,the_belal,1318,,426,892,,,
2603,singhrahul15114024,1316,,480,836,-1,,-3
2603,Ondassyn,1316,,468,848,,,
2603,lukamosiashvili,1316,,488,828,-1,,
2603,dhydye,1316,,432,884,,,
2603,thelonewolf,1316,,468,848,,,
2603,KirillRomanov,1316,,474,842,,,
2603,VTR,1316,,452,864,,,
2603,jenya261995,1316,,474,842,-1,-1,-1
2611,RUDRA_DAS,1314,,426,888,,,
2611,snest21,1314,,432,882,,,
2611,2020akadaver,1314,,480,834,-3,,
2611,aasom143,1314,,358,956,-1,,
2611,index_,1314,,484,830,-5,,
2611,hoffen,1314,,474,840,,,
2611,div12gau,1314,,466,848,,,
2611,J2Pasuing,1314,,462,852,,,
2611,revanthreddy85,1314,,476,838,,,
2611,wxhelloworld,1314,,466,848,,,
2611,bhavik_c,1314,,484,830,,,
2622,SkylerBlue,1312,,464,848,,,
2622,soal01,1312,,482,830,,,
2622,1612190130,1312,,464,848,,,
2622,ABHISHEK019,1312,,420,892,,,
2622,SI_AM,1312,,488,824,,-1,
2622,XDKalia,1312,,472,840,,,
2622,2017224400,1312,,474,838,,,
2622,harshits337,1312,,470,842,,,
2622,snovis007,1312,,452,860,,,-1
2631,*Atreus,1310,,,,,,1310
2631,Xorro,1310,,482,828,,,
2631,ddaydream,1310,,466,844,,,
2631,Kakashi_150,1310,,478,832,,,
2631,enaim,1310,,440,870,,,
2631,iCoder0020,1310,,484,826,,,
2631,Mr.l2018,1310,,480,830,,,
2631,chb19,1310,,436,874,,,
2631,Crush_On_U,1310,,478,832,,,
2631,hofergabriel,1310,,476,,834,,
2631,827852427,1310,,482,828,,,
2642,AlecSandra,1308,,456,852,,,
2642,kay--see--kay,1308,,476,832,,,
2642,mbstu_nitai,1308,,470,838,-2,,
2642,*antguz,1308,,484,824,-1,,-1
2642,Phoenix99,1308,,472,836,,,
2642,laplace_3,1308,,480,-4,828,,
2642,Raveesh,1308,,484,824,,,
2642,rahul_asnani,1308,,482,826,,,
2642,mtarani,1308,,472,836,,,
2642,daarkl00rd,1308,,482,826,,,
2652,deadmau4,1306,,418,888,,-1,
2652,qdu_DABAI,1306,,422,884,,,
2652,sumit3,1306,,466,840,,-2,
2652,ninusik262,1306,,436,,870,,
2652,QuinnLin,1306,,454,852,,-1,
2652,ylxmf2005,1306,,480,,826,,
2652,IceFire,1306,,458,848,,,
2652,latvian,1306,+4,-1,956,,,
2652,*shanxizeng,1306,,,,1306,,
2652,M1v1savva1601,1306,,366,-2,940,-1,
2652,mblaze,1306,,434,872,,,
2652,pratiksha27,1306,,414,892,,,
2664,910306264,1304,,424,880,,-4,
2664,SorahISA,1304,,380,924,,,
2664,derrickball,1304,,460,844,,,
2664,somz22,1304,,464,840,,,
2664,maxuh14,1304,,412,892,-1,-1,
2664,rishabh_singh_,1304,,478,-1,826,,
2664,Rohankumar44,1304,,482,822,,,
2664,pedroh,1304,,364,940,,-7,
2664,avi.bpgc,1304,,472,832,,,
2664,ecjtu17xiongtao,1304,,480,824,,,
2664,Lilaa,1304,,486,818,,,
2675,buggy.code,1302,,378,924,,,
2675,atharva_sarage,1302,,432,870,,-1,
2675,asdf1_CF,1302,,490,812,,,
2675,Rashidov_Anis,1302,-1,424,928,,,
2675,Conservative,1302,,394,908,-1,,
2675,Mahi_Al_Jawad,1302,,478,824,,,
2675,miloserd,1302,,480,822,,-1,
2675,Sang_Pham,1302,,418,884,-1,,
2675,*kuangbin,1302,,,,1302,,
2675,Les1ie,1302,,476,826,,,
2675,AKS1996,1302,,474,828,,,-1
2675,nesar_jony,1302,,470,832,,,
2687,lokpati,1300,,478,822,,,
2687,Pi-nan,1300,,384,916,,,
2687,shubhu1596,1300,,482,818,-6,,
2687,kamalchoudhury64,1300,,464,836,,,
2687,IQDepana,1300,,484,816,,,
2687,_------_,1300,,452,848,,,-1
2687,milanj1,1300,,452,848,,,
2694,Jay_13,1298,,432,866,,,
2694,kysen,1298,,466,832,,,
2694,Shintaku,1298,,458,840,,,
2694,kgp_168,1298,,418,880,,,
2694,aks_12345,1298,,486,812,,,
2694,Moath,1298,,462,836,,,
2694,dawn_LL,1298,,470,828,-3,,
2694,111vad111,1298,,428,870,-3,,
2694,T33,1298,,414,884,-2,,
2694,mithun_rahman,1298,,458,840,,,
2694,pureZer,1298,,476,822,,,
2705,borbely.david,1296,,464,832,,,
2705,sasidhar_reddy,1296,,468,828,,,
2705,God__of__thunder,1296,,482,814,,,-1
2705,HaKkaz.an,1296,-1,484,862,,,
2705,Abhish1Sharma,1296,,456,840,,,
2705,I_am_Heisenberg,1296,,424,872,-1,,
2705,bash265,1296,,482,814,,,
2705,abhishekad7,1296,,476,820,,,
2705,BenFromHUST,1296,,472,824,-1,,
2705,esketitt,1296,,482,814,,,
2715,xvenom99,1294,,462,832,,,
2715,mars_man,1294,,470,824,,,
2715,JC.SV,1294,,454,840,,,
2715,kFOUR,1294,,458,836,,,
2715,arcus,1294,,418,876,,,
2715,ss_loves_a-k,1294,,418,876,,,-1
2715,dhakaji,1294,,450,844,,,
2715,nucleare,1294,,454,840,,,
2715,JoeGun,1294,,476,818,,,
2724,ShikharTomar,1292,,412,880,,,
2724,mv_29,1292,,448,844,,,
2724,F-31,1292,,444,848,,,
2724,nickk2002,1292,,430,862,,,
2724,grey,1292,,420,872,,,
2724,LeoWang2005,1292,,468,824,,,
2724,igorshepsh,1292,,474,818,,,
2731,kamalalochini,1290,,462,828,,,
2731,akashdepth,1290,,462,828,,,
2731,Joker_pablo,1290,,422,868,,,
2731,bdomokos,1290,,470,820,,,
2731,anduda,1290,,474,816,-3,,
2731,RyukendO,1290,,418,872,-1,,
2731,MATH4CESFORDJKSTRALOVERS,1290,,442,848,-1,,
2738,MrAlexandrov,1288,,484,804,,,
2738,rkasp,1288,,462,826,,,
2738,Godfather_99,1288,,452,836,,,
2738,lvt_rsh,1288,,474,814,,,
2738,darshankdarji,1288,,488,800,,,
2738,taebinalive,1288,,484,804,-2,,
2738,MadLife,1288,,474,814,,,
2738,nsit_coder,1288,,434,854,,,
2746,algorithm16,1286,,490,796,,,
2746,hieu_2004,1286,,478,808,,,
2746,kosciuska,1286,,470,816,,,
2746,atpgsir,1286,,458,828,,,
2746,neel71,1286,,468,818,,,
2746,tushaar11,1286,,480,806,,,
2746,woodline23xx,1286,,480,806,-1,,
2746,Anonymous_ism,1286,,414,872,,,
2746,todiketan,1286,,414,872,,,
2746,stellet_,1286,,470,816,,,
2756,X_Future,1284,,416,868,-1,,
2756,Jety,1284,,434,850,,,
2756,pravin014,1284,,444,840,,,
2756,TooSimp1e,1284,,482,802,-2,,
2756,henu-lyg,1284,,484,800,,,
2756,codeforces1998,1284,,464,820,,,
2756,eagleye103,1284,,452,832,,,
2756,ZGQ,1284,,486,-3,798,,
2764,aayushagarwalmnnit,1282,,466,816,,,
2764,beast_pirate,1282,,378,904,-1,,
2764,make_IITI_great_again,1282,,426,-3,856,,
2767,pranayrawat95,1280,,416,864,,,
2767,shashank2409,1280,,472,808,,,
2767,LoNgLoNgDoUblE,1280,,472,808,,,
2767,justanothercoder,1280,,398,-2,882,,
2767,ekansh573,1280,,408,872,,,
2767,zq13,1280,,472,808,-2,,
2767,Kurisuzzz,1280,,420,860,-1,,
2767,sundesh,1280,,426,854,,,
2775,JavierDlg,1278,,480,-2,798,,
2775,mahadi97,1278,,398,880,,,
2775,karngyan,1278,,436,842,,,
2775,maozkurt,1278,,466,812,,,
2775,Ishraq_Nibir,1278,,474,804,,,
2775,bning,1278,,460,818,,,
2781,Tunesh_kant,1276,,412,864,,,
2781,ajaymalik,1276,,464,812,,,
2781,mashot228,1276,,464,812,,,
2781,123sujeet,1276,,468,808,,,
2781,abszse,1276,,484,792,,,
2781,silvertaurus1,1276,,460,816,,,
2781,Binga,1276,,464,812,,,
2781,Xorawar,1276,,408,868,,,
2781,mishok,1276,,440,836,,,
2781,assault2,1276,,460,816,,,
2781,CourierLo,1276,,444,832,,,
2781,bsgreentea,1276,,448,828,,,
2793,__Starlight,1274,,424,850,,,
2793,Warriories,1274,,476,798,,,
2793,darelover,1274,,414,860,,,-1
2793,OOORRRRZZZZZ,1274,,454,820,,,
2793,Too_Naive,1274,,472,802,-1,,-1
2793,jayu5338,1274,,484,790,,,
2793,Yutzu,1274,,468,806,,,
2800,dierks,1272,,448,824,,,
2800,code_bleeder,1272,,472,800,,,
2800,atul0909,1272,,486,786,,,
2800,ZhangFuqun,1272,,412,860,,,
2800,sreejith,1272,,448,824,,,
2805,zzxzzx,1270,,424,846,,,
2805,FeedDestroyer,1270,,382,888,,,
2805,spookywooky,1270,,446,824,,,
2805,Moe_Sakiya,1270,,456,814,,,
2805,NvrMind,1270,,466,804,,,
2805,drroot,1270,,494,776,,,
2811,suraj_gupta842683866,1268,,456,812,,,
2811,Kucha,1268,,420,848,,,
2811,AkramKhan,1268,,462,806,,,
2811,sxweetlollipop2912,1268,,392,-1,876,,
2811,TheOmniscient,1268,,482,786,,,
2811,el.duivel,1268,,444,824,,,
2811,Legendary_27,1268,,478,790,,,
2811,Sajjad1603105,1268,,478,790,,,
2819,blackstone1,1266,,446,820,,,
2819,Umm,1266,,468,-4,798,,
2819,delta_One,1266,,454,812,,,
2819,kgmkr00001,1266,,462,804,,,
2819,PBatch,1266,,424,842,-2,,
2819,mirza_bob,1266,,410,856,,,
2819,Rifat79,1266,,402,864,,,
2819,2465806616,1266,,460,806,,,
2819,shifathrahman472533,1266,,446,820,,,
2828,Sailor32,1264,,478,786,,,
2828,anurag_f,1264,,456,808,,,
2828,the_secret_id,1264,,416,848,,,
2828,pranshugarg02,1264,,462,802,,,
2828,jp3bgy,1264,,462,802,-1,,
2828,ak3899,1264,,452,812,,,
2834,incrediblerahul,1262,,450,812,,,
2834,weaponChoice,1262,,362,,900,,
2834,MaskedMan,1262,,450,812,,,
2834,saglam.muzaffer,1262,,476,786,,,
2834,thelastjindal,1262,,466,796,,,
2834,mdazmat9,1262,,462,800,,,
2840,xanfighter,1260,,436,824,,,
2840,daydaylee1227,1260,,452,808,,,
2840,sara_elkady,1260,,480,780,,,
2840,A_Random_variable,1260,,404,856,,,
2844,dbadulin,1258,,472,-2,786,,
2844,WGree,1258,,442,816,,,
2844,tsuda1627406047,1258,,486,772,,,
2844,meracle2309,1258,,460,798,-4,,
2844,Koo_,1258,,454,804,,,
2844,swust5120175184,1258,,366,892,,,
2844,deblina_07,1258,,460,798,,,
2844,harry_game,1258,,454,804,,,
2844,mokujin,1258,,394,864,,,
2844,tyagikartik4282,1258,,458,800,,,
2844,blinkshot,1258,,416,842,,,
2855,sxizz,1256,,422,834,,,
2855,piyushkhanna,1256,,468,788,,,
2855,drwn28,1256,,474,782,,,
2855,Hang_cccccc,1256,,470,786,,,
2855,lambert_lf,1256,,476,780,,,
2855,alexismed,1256,,422,834,,,
2855,Russian_Cerber,1256,,464,792,,,
2862,Fady_Ahdy8,1254,,482,772,,,
2862,PSC12,1254,,426,828,,,
2862,DpGoel17,1254,,366,888,,,
2862,Alric,1254,,386,868,,,
2862,bhushan_7,1254,,454,800,,,
2862,Pawel.Beza,1254,,468,786,-1,,
2862,oliverwayne,1254,,362,892,,,
2862,XieXianWang,1254,,414,840,,,
2862,rohit_0809,1254,,456,798,,,
2871,PapasFritas,1252,,414,838,,,
2871,bobodesu,1252,,458,794,,,
2871,pinokions009,1252,,456,796,,,
2871,exeSharkX,1252,,474,778,,,-1
2871,mishatron,1252,,360,892,,,
2871,CaptainTyuryaev,1252,,408,844,,,
2871,Decibit,1252,,436,816,,,
2878,vinuthegr8,1250,,436,814,,,
2878,w4ynebot,1250,,484,766,,,
2878,Sashka_proger,1250,,422,828,,,
2878,studentcui,1250,,442,808,,,
2878,Dubvas,1250,,436,814,,-5,
2878,sunhuarong,1250,,476,774,,,
2878,Kiyogen,1250,,428,822,,,
2878,iec2016056,1250,,446,804,,,
2886,tycw,1248,,414,834,,,
2886,cannabutter,1248,,450,798,,,
2888,yuiop8747,1246,,422,824,,,
2888,chugh,1246,,454,792,,,
2888,hacker920,1246,,406,840,,,
2891,Krutoster,1244,-2,416,-1,928,,
2891,Necunoscut7,1244,,490,754,-3,,
2891,H_reugo,1244,,468,776,,,
2891,CsOH,1244,,334,910,,-1,-1
2891,Renyxa,1244,,372,872,,,
2891,winter_fell,1244,,348,896,,,
2891,classmate,1244,,458,786,,,
2891,Kurama_Naruto,1244,,452,792,,,
2891,LorenaMaria10,1244,,440,804,,,
2891,devansh1497,1244,,470,774,,,
2901,0AC,1242,,434,808,,,
2901,codingalways,1242,,460,782,,,
2901,nickyname,1242,,442,800,,,
2901,Walmet,1242,,482,760,,,
2901,sahil_yadav,1242,,422,820,,,
2901,miniblackwu,1242,,446,796,,,
2901,xiaokai666666,1242,,426,816,,,
2901,sagarthecoder2,1242,,476,766,,,
2909,rj_coder,1240,,440,800,,,
2909,sibasish_14,1240,,466,774,,,
2909,pKishan2207,1240,,432,808,,-2,
2909,PHREAK_,1240,,368,872,,,
2909,yaochengwei,1240,,488,-1,752,,
2909,mohit26197,1240,,478,762,,,
2909,OnlyLatinLetters,1240,,480,760,,,-2
2909,Giveusugar,1240,,436,804,,,
2917,Debasish1610177113,1238,,466,772,,,
2917,BIT1120172998,1238,,488,750,,,
2917,postironia,1238,,420,818,,,
2917,Emdadul_Islam,1238,,452,786,,,
2921,rahul_agrawal,1236,,400,836,,,
2921,ujjwal1262,1236,,434,802,,,
2921,samraj2k,1236,,478,758,,,
2921,ankitkgcs,1236,,364,872,,,
2921,GoldenFingers,1236,,378,858,,,
2921,bloodfox,1236,,404,832,,,
2927,__timus,1234,,482,752,,,
2927,ParkJH,1234,,462,772,,,
2927,xueyuan,1234,,450,784,,,
2927,__routine__,1234,,476,758,,,
2927,NorthenLight,1234,,420,814,,,
2927,_kh,1234,,408,826,,,
2927,mishra-tanay,1234,,484,750,,,
2934,bigbignoodle,1232,,480,752,,,-1
2934,killer_lsy,1232,,212,-2,1020,-1,
2934,Secina,1232,,468,764,,,
2934,buerjun,1232,,458,774,,,
2934,Rainb0ws,1232,,408,824,,,
2934,MatesV13,1232,,360,872,,,
2934,vipin_bhardwaj,1232,,426,806,,,
2934,ferrari430,1232,,486,746,,,
2942,castomere,1230,,362,868,,,
2942,ArthurCJF,1230,,334,896,,-4,
2942,tushar8848,1230,,464,766,,,
2942,wj123,1230,-1,448,832,,,
2942,TheLolita,1230,,438,792,,,
2947,codefresher,1228,,404,824,,,
2947,Tashdid_trdb,1228,,448,780,,,
2947,Devic,1228,,360,868,,,
2947,_VINTAGE,1228,,474,754,,,
2947,_perfect_,1228,,464,764,,,
2947,Glebik8,1228,,382,846,,,
2947,Er.Strange0919,1228,,462,766,,,-1
2954,zrev2220,1226,,422,804,,,
2954,maurya007,1226,,390,836,,,
2954,TomazGomes,1226,,424,802,,,
2954,Dead_Scorpion,1226,,414,812,,,
2954,ND612,1226,,468,758,,,-1
2954,brenscrazy,1226,,406,-1,820,,
2954,TheWildPointer,1226,,290,936,,,
2954,user-vo2,1226,,402,824,,,
2954,hschoi1104,1226,,464,762,,,
2954,jomatt,1226,,402,824,,,
2954,sunil_bswl,1226,,476,750,,,
2954,Silver_Lining,1226,,442,784,,,
2954,xiaohejun,1226,,398,828,,,
2967,omega_k,1224,,394,830,,,
2967,Kylin_king,1224,,446,778,-4,,
2967,rohandhanwani,1224,,476,748,,,
2967,bling,1224,,448,776,,,
2967,mamumamu,1224,,374,850,,,
2967,Vickymhs,1224,,444,780,,,
2973,jsalil,1222,,472,750,,-3,
2973,loalkota,1222,,428,794,-2,,-1
2973,TechnoFreak,1222,,454,768,,,
2973,karpik,1222,,470,752,,,
2973,deepak022,1222,,484,738,,,
2973,tiennl,1222,,466,756,,,-1
2979,yulinlin,1220,,410,810,,,
2979,slimloser,1220,,404,816,,,
2979,oreki_hotaro,1220,,380,840,,,
2979,252342126,1220,,444,776,,,
2979,utkarshahuja1,1220,,460,760,,,
2979,Wish_You_Were_Here,1220,,484,736,,,
2979,lalJK99,1220,,452,768,,,
2979,Suvrajit,1220,,396,824,,,
2987,npusjp,1218,,456,762,,,
2987,KyrieL,1218,,362,856,,,
2987,LekatoRed,1218,,318,900,,,
2987,wildturtle,1218,,412,806,,,
2987,code_tamer,1218,,470,748,,,
2987,PAC_MANN,1218,,464,754,,,
2993,EduardSosnerzh,1216,,476,740,,,
2993,monim14,1216,,474,742,,,
2993,Snopka,1216,,404,812,,,
2993,CodingKnight,1216,,452,764,,,
2993,jbj2002,1216,,466,750,,-1,
2993,shivam_mnnit,1216,,460,756,,,
2993,vivekiitian,1216,,414,802,,,
2993,Alsophila,1216,,480,736,,,
2993,jluo27,1216,,466,750,,,
2993,Jaki,1216,,448,768,,,
2993,NikitaOrsha,1216,,432,784,,-9,
3004,jaaguptamme,1214,,384,830,,,
3004,pranay12345,1214,,442,772,,,
3004,Vaibhav1111,1214,,394,820,,,
3004,zhangjiling,1214,,398,816,,,
3004,manasjoshi241,1214,,422,792,-1,,
3004,Unknown_00,1214,,478,736,,,
3010,emiya_007,1212,,410,802,,,
3010,NO.53,1212,,466,746,,,
3010,GUOxuan,1212,,424,788,,,
3010,ahmad_salah,1212,,382,830,,,
3010,forever_newbie,1212,,430,782,,,
3010,Raajput,1212,,392,820,,,
3010,SashaV,1212,,418,794,,-1,
3017,abisheks,1210,,406,804,,,
3017,mehra_vedant,1210,,480,730,,,
3017,subhojitz123,1210,,456,754,,,
3017,akash13s,1210,,464,746,,,
3021,suolun,1208,,440,768,,,
3021,sineMora,1208,,460,748,,,
3021,Too_stupid,1208,,422,786,-6,,
3021,Xcalibur55,1208,,470,738,,,
3021,amazing...,1208,,466,742,,,
3021,robin_aust,1208,,478,730,,,
3021,motif,1208,,414,794,,,
