2019-01-21 16:41:33.511780
#,Who,=,*,A,B,C,D,E
3728,Getmancev_P,718,,-5,718,,,
3730,pinak08,716,+1,-2,616,,,
3730,sabbir123,716,,,716,,,
3730,zhen_de_keng,716,,-1,716,,,
3730,Dophin2,716,,-1,716,,,-1
3734,jsuyash1514,714,,414,300,,,
3734,Mbkuku,714,,-2,714,,,
3734,__ankit__prasad99,714,,,714,,,
3737,Geek_Lord,712,,150,562,,,
3737,MJKSabit,712,,280,432,,,
3739,ruler,710,,-3,710,-2,-2,
3739,ailani123,710,,-1,710,,,-1
3741,MackoPes,708,,-5,708,,,
3741,DiegoElt99,708,,276,432,,,
3741,Js-parter,708,,-2,708,,,
3741,Cetin,708,,260,448,,,
3741,a173972405,708,,198,510,,,
3741,regnarock35,708,,-1,708,,,
3741,stunner19,708,,-4,708,,,
3748,sunnykr2,706,,-1,706,,,
3748,robert334,706,,284,422,,,
3748,Rick1,706,,150,556,,,
3751,Orion,704,,150,554,,,
3751,pbz,704,,-1,704,,,
3751,ncodef,704,,,704,,,
3751,Mindanao,704,,,704,,,
3751,2shardrockstar,704,,-1,704,,,
3756,The_Pacific_Ocean,702,,-7,702,,,
3757,5120175164,700,,-6,700,,,
3757,zzbbyy,700,,-1,700,,,
3759,MJD_1799,696,,-1,696,,,
3759,watchman,696,,-2,696,,,
3759,techie_kotn,696,,-1,696,,,
3762,24kanikasingh,694,,-1,694,,,
3762,Hello_33,694,,354,340,,,
3762,Aururu,694,,278,416,,,
3762,feng990608,694,,-2,694,,,
3762,user2333,694,,394,300,,,
3767,Iris107,690,,,690,,,
3768,molhaam1,688,,-1,688,,,
3768,makjn10,688,,,688,,,
3770,seva_b,686,,-4,686,,,
3771,1024_20171786,684,,-1,684,,,
3771,Grey_Matter,684,,-1,684,,,
3771,MichaelKong,684,,-1,684,,,
3774,amit_dce,682,,150,532,,,
3774,NjustLocalSnake,682,,-1,682,,,
3776,vishisht_2,676,,168,508,,,
3776,PraGup,676,,376,300,,,
3778,Timpass,674,,-1,674,,,
3779,wrong_answer14,672,,-5,672,,,
3780,vcq,670,,234,436,,,
3781,dsifgh,668,,344,324,,,
3781,iamssk,668,,150,518,,,
3781,rithwik27,668,,260,408,,,
3784,imbr92,666,,366,300,,,
3784,akshayanand729,666,,,666,,,
3784,2026093,666,,-2,666,,,
3787,1941493613,664,,-1,664,,,
3787,ShyngyS,664,,-2,664,,,
3787,BlahDuckling747,664,,150,514,,,
3787,abba5,664,,-3,664,,,
3791,dragonn,660,,-3,660,,,
3791,mastermindevil,660,,-2,660,,,
3791,kushverma20,660,,-1,660,,,
3791,ChibU,660,,-2,660,,,
3791,Scorpio0916,660,,-3,660,,,
3796,julitus,656,,-1,656,,,
3796,2017114524lyx,656,,-2,656,,,
3796,vaibhavjain_30,656,,-6,656,,,
3799,mtzzzzz,654,,-1,654,-2,,
3800,robostac,652,,-1,652,,-4,
3800,starve_to_death,652,,-1,652,,,
3800,Sea106,652,,-1,652,,,
3800,arpanetus,652,,,652,,,
3800,Kk1506,652,,192,460,,,
3805,StBogdan,650,,-1,650,,,
3805,bremsstrahlung,650,,-4,650,,,
3807,Astronomax,648,,150,498,,,
3807,rislamrohan,648,,,,648,,
3809,bibhudattapanigrahi0,646,,-2,646,,,
3810,Ehab_Fawzy,644,,234,410,,,
3810,vlad1112,644,,286,358,,,
3810,harshit2202,644,,-8,644,,,
3810,EA5,644,,344,300,,,
3810,karan_veer,644,,-6,644,,,
3815,Ganesh_Codes,640,,-1,640,,,
3815,trollcpc,640,,,640,,,
3817,ruoji,638,,-1,638,,,
3818,2018112664jyz,636,,-2,636,,,
3819,chenmingrui,634,,-3,634,,,
3819,wannaAC,634,,-2,634,,,
3821,Zezo_mostafa11,632,,-3,632,,,
3822,pulkitag,630,,,630,,,
3823,RasecBadguy,628,,284,344,,,
3824,agarus,626,,-1,626,,,
3824,saurabhmisra266,626,,152,474,,,
3826,MasterMind,624,,166,458,,,
3827,ahnmo777,618,,-7,618,,,
3827,rdas6313,618,,-1,618,,,
3827,adi_16_03_99,618,,,618,-2,,
3830,SIFAT_EwU,616,,,616,,,
3830,SeaLoong,616,,-1,616,,,
3832,mapleleaves,614,,-2,614,,,
3833,ZN_Sourav,608,,-1,608,,,
3834,ajie,606,,-4,606,,,
3834,veefore,606,,-5,606,,,
3836,i.m.anurag,604,,-5,604,,,
3837,swust_zlq,602,,-2,602,,,
3838,praveenkolakani050198,600,,-1,600,,,
3838,ichhab3,600,,,600,,,
3840,shikhart98,598,,-1,598,,,
3841,pradhan222,594,,,594,,,
3842,amb_s,592,,-2,592,,,
3842,shash5,592,,-4,592,,,
3844,20050928,590,,290,300,-1,,
3844,ganzaki,590,,-3,590,,,
3846,joylintp,588,+1,488,-2,,,
3846,Aseke,588,,,588,,,
3848,sovspace,586,,-2,586,-2,,
3849,gaurav2k1,574,,-1,574,,,
3849,Softhard,574,,,574,,,
3851,yashsalecha245,572,,200,372,,,
3851,kunalsulekh,572,,-2,572,,,
3851,AILab,572,,-1,572,,,
3854,CrazyPop,570,+1,470,-1,,,
3855,Headshot690,566,,-1,566,,,
3855,pkpk_pk,566,,-1,566,-1,,
3857,Trinity_123,562,,-2,562,,,
3858,KMM,560,,-1,560,,,
3859,ashdeepti90,558,,,558,,,
3860,Guzon,556,,-1,556,,,
3861,permi_yaxileni,554,,-5,554,,,
3861,CodePal,554,,-2,554,,,
3863,shesher,550,,-4,550,,,
3864,prajwlr,548,,-1,548,,,
3865,rorar1476,540,,-1,540,,,
3866,Cesarelg,534,,-1,534,,,
3867,rajeevranjan,530,,,530,,,
3867,Skand,530,,-1,530,,,
3869,Thakur13,528,,-1,528,,,
3869,heroalld,528,,,528,,,
3869,cheapcoder,528,,,528,,,
3872,YassineLoulou,526,,150,376,,,
3873,urmat,522,,-1,522,,,
3874,opqweoro,520,,220,300,-1,,
3875,tarkesh_999,518,,-1,518,,,
3876,sidforces,508,,,508,,,
3877,its_akill_ji,502,,-3,502,,,
3878,jiaowotaidixiong,492,,492,,,,
3878,Megatvini,492,,492,-1,-7,,
3880,xvedryno,490,,490,,,,
3880,Rayhan,490,,490,,,,
3880,utkarshv3,490,,490,-10,,,
3883,devalfa,488,,488,-2,,,
3883,fuckhard,488,,488,,,,
3885,defoly,486,,486,,,-1,
3885,cmplx-xyttmt,486,,486,-1,,,
3885,Mike4235,486,,486,-1,,,
3885,long_wave,486,,486,-2,,,
3885,lcs147,486,,486,-2,,,
3890,ajovanov,484,,484,-2,,,
3891,umangjain5000,482,,482,,,,
3891,mohitmv2103,482,,482,-3,,,
3891,Apargarg,482,,-4,482,,,
3891,tuhinku17,482,,482,-1,,,-2
3891,Zoro627,482,,482,-2,,,
3891,killer_khan,482,,482,-2,,,
3897,arpitgarg7,480,,480,-2,,,
3897,Shady51,480,,480,-1,,,
3897,Mutevazi,480,,480,-2,,,-3
3897,cyanNextCentury,480,,480,-3,,,
3901,speed_geek,478,,478,-2,,,
3901,siddhant1303,478,,478,-4,,,
3901,krenerd,478,,478,-6,,-3,
3901,andyy143,478,,478,-2,,,
3901,Juras9,478,,478,-7,,,
3906,gurshaan,476,,476,-3,,,
3906,Illuminati97,476,,476,-3,,,
3906,MrReDoX,476,,476,-5,,,
3906,echozhou,476,,476,-9,,,
3906,Int_elligent,476,,476,-1,,,
3906,ducdien2267,476,,476,-2,,,
3906,Jozhlj,476,,476,-1,-1,-1,
3906,n_0_thing,476,,476,-4,,,
3906,noob_here420,476,,476,-2,,,
3915,Roslynlia,474,,474,-1,,,
3915,naman1208,474,,474,-3,,,
3915,2017030801042,474,,474,,,,
3915,ShortCode,474,,474,-10,,,
3915,rohit002,474,,474,-2,,,
3915,nkorobkov,474,,474,-1,,,
3915,Muskmelon_seed,474,,474,-1,,,
3915,raghavkaushik7,474,,474,-3,,,
3915,Leecoders,474,,474,-2,,-1,-2
3915,memorizes,474,,474,,,,-1
3925,SakhawatBD,472,,-1,472,,,
3925,fireflw,472,,472,,,-5,
3925,anupreet.bhatia,472,,472,,,,
3925,vabhs_2997,472,,472,-1,,,
3925,saurabhs1206,472,,472,-3,,,
3925,viplaw_s,472,,472,,,,
3931,AndreiJJ,470,,470,-1,,,
3931,nil0o,470,,470,-2,,,
3931,dhruv.dhingra11,470,,470,-1,,,
3931,LowBeer,470,,470,-2,,,
3931,daredevil_86,470,,470,-5,,,
3931,ayu_22,470,,470,,,,
3931,spikerheado1234,470,,470,,,,
3938,saurabhmittal,468,,468,,,,
3938,GCBSH,468,,468,-2,,,
3938,AuDaw,468,,468,-2,,,
3938,tejas01101001,468,,468,,,,
3938,monarch13,468,,468,,,,
3943,I_LOVE_M_T_W,466,,466,-5,,,
3943,Hydsoled,466,,466,-7,,,
3945,Lokker,464,,464,-1,,,
3945,aryahassibi,464,,464,-2,,,
3945,kscodegeek,464,,464,,,,
3945,Hansol_Ahn,464,,464,-2,,,
3945,oleg_derevyanko,464,,464,-3,,,-2
3945,Eric__li,464,,464,-2,,,
3945,LGM_By_2020,464,,464,-3,,,
3952,ALLconan,462,,462,-13,,,
3952,yaswanthsai868,462,,462,-4,,,
3952,wazir7,462,,462,,,,
3952,Fang007,462,,462,,,,
3952,shahnilay103,462,,462,-2,,,
3952,ngmJr,462,,462,-1,,,
3952,shnikisme,462,,462,,,,-1
3952,....KhelaHobe......,462,,462,-2,,,
3952,Peter.Park,462,,462,-5,,,
3961,mintcrystaal,460,,460,-6,,,
3961,ilovemetoo,460,,460,-1,,,
3961,be_patience,460,,460,-5,,,
3961,yajungi,460,,460,,,,
3961,cheerioskun,460,,460,,,,
3966,Vaibhav_Domadia,458,,458,,,,
3966,anshumanshakya,458,,458,-2,,,
3966,HollowKnight123,458,,458,-3,,,
3966,amankumarkeshu,458,,458,-4,,,
3966,bnmd,458,,458,-2,,,
3966,wanghaoze,458,,458,-3,,,
3966,ciupe,458,,458,-6,,,
3966,tech_mint0013,458,,458,-2,-4,,
3966,humantorch_7,458,,458,,,,
3966,kushgpt99,458,,458,-3,,,
3966,omkarkr,458,,458,-2,,,
3966,mani_shuks,458,,458,-1,,,
3966,ad2799,458,,458,-4,,,
3979,sanyam.ss99,456,,456,-1,-2,,
3979,724923279,456,,456,,,-3,
3979,yashsaga,456,,456,-4,,,
3979,samnoon,456,,456,-2,,,
3979,False_God,456,,456,,,,
3979,Fang085,456,,456,-4,,,
3979,vinrar,456,,-5,456,,,
3979,pranjalpandey77,456,,456,-1,,,
3979,LOCI,456,,-5,456,,,
3988,aizazadi,454,,454,,,,
3988,koola025,454,,454,-2,,-1,
3988,juankipedia,454,,454,-2,,,
3988,spark_in,454,,454,-5,,,
3992,bhatnagar.mradul,452,,452,-1,,,
3993,yashi2552,450,,450,-2,,,
3993,AkJn,450,,150,300,,,
3993,Noob-ita-pro,450,,450,-7,,,
3993,normal_15,450,,450,,,,
3993,theavgguy,450,,450,-3,,,
3993,hardikdua,450,,450,,,,
3993,someshsingh22,450,,450,-2,,,
4000,Sakura001,448,,448,-8,,,
4000,Phunsukh_Wangdu,448,,448,-2,,,
4000,esha98,448,,448,,,,
4000,Ashu_2610,448,,448,,,,
4000,33RMB,448,,448,-2,,,
4000,RUH,448,,448,-9,,,
4000,lxga,448,,448,,,,
4007,ht_03,446,,446,-2,,,
4007,pwnkumar4032,446,,446,-5,,,
4007,NikolayMostyka,446,,446,-1,,,
4007,arth_abhinav,446,,446,,,,
4007,wangzirui,446,,446,,,,-1
4007,Chjwisj,446,,446,,,,
4007,WorldPigSuperman,446,,446,-2,,,
4007,nofrog,446,,446,-3,,,
4015,zeeshan12,444,,444,-6,,,
4015,prishan0076,444,,444,-1,,,
4015,Suhaill,444,,444,-4,,,
4015,kgaurav27143,444,,444,-1,,,
4015,raj1307,444,,444,-3,,,
4020,Pirate_ksh,442,,442,,,,
4020,Evanraisul,442,,442,,,,
4020,LittleWho,442,,442,-2,,,
4023,lil_T,440,,440,-1,,,
4023,arafat_hasan,440,,440,-3,,,
4023,sanchit_,440,,440,-1,,,
4023,King_01,440,,440,-3,,,
4023,mik76,440,,440,-1,,,
4023,the_fallen_alchemist,440,,440,-1,,,
4023,vedant0602,440,,440,-2,,,
4030,mukul166,438,,438,-1,,,
4030,pervuneckih.v.2025,438,,438,,,,
4030,tang0404,438,,438,,,,
4030,panch_pankil99,438,,438,-2,,,
4030,dreamITpossible,438,,438,,,,
4030,CutieRabbit,438,,438,-4,,,
4036,Abdo_kamr,436,,436,-1,,,
4036,miracle_coder81,436,,436,,,,
4036,1025044866yang,436,,436,-2,,,
4036,ashcode0605,436,,-3,436,,,
4036,XiaoTaoTao,436,,436,-2,,,
4036,Nuwaisir_Rabi,436,-1,486,-1,,,
4036,abhinavverma,436,,436,-4,,,
4043,Warrior07,434,,434,-1,,,-1
4043,vantass,434,,434,-1,,,
4043,CNH_Maestro_Test,434,,434,,,,
4043,mytrayag,434,,434,,,,
4043,subbu636,434,,434,-1,,,
4048,sachitboss,432,,432,,,,
4048,notsoawesome,432,,432,-1,,,-1
4048,ankursaini1998,432,,432,-3,,,
4048,manangandhi,432,,432,,,,
4048,Shinchan001,432,,,432,,,
4048,Moamen_Ahmed,432,-1,482,-1,,,
4048,okuzn,432,,432,,-1,,
4048,miniac,432,,432,-1,,,
4056,bolmiria,430,,430,,,,
4056,N00b_Im_UrDaddy,430,,430,-6,,,
4056,Irana11,430,,430,-1,,,
4056,mtnshh,430,,430,-2,,,
4056,bhargav19,430,,430,-2,,,
4056,madaraUCHIHA,430,,430,,,,
4062,Fate_4God,428,,428,-3,,,
4062,ujjawal_singh,428,,428,,,,
4062,Marshmalloc,428,,428,-3,,,
4065,Luftwaffe,426,,426,-1,,-1,
4065,Ellery_,426,,426,,,,
4065,QuwsarOhi,426,,426,-2,,-6,
4065,Bayshubar,426,,426,-3,,,
4065,ZYNUCS21,426,,426,-4,,,
4065,MamaBoljiSamOdPetra,426,,426,-2,,,
4065,sparsh2706,426,,426,,,,
4072,karanbajrang07,424,,424,,,,
4072,koshle,424,,424,,,,
4072,parikshit_12,424,,424,-2,,,
4072,qwscaln,424,,424,-2,,,
4072,Taoist_Yu,424,,424,-2,-5,,
4077,apoorv_01,422,,422,-3,,,
4077,resting_prince,422,,422,-5,,,
4079,ACfun,420,,420,,,,
4079,inertia1012,420,,420,,,,
4079,test11,420,,420,,,,
4082,tb_123,418,,418,-4,,,
4082,coisini,418,,418,-2,,,
4082,Fallen_Cryptic,418,,418,-6,,,
4082,WA_King,418,,-2,418,,,
4082,ayushi_sneha,418,,-4,418,,,
4082,thienchidh,418,,418,-4,,,
4082,Kavit_Kheni,418,,418,-4,,,
4082,xiangxuan111,418,,418,-2,,,
4082,TGR,418,,418,-4,,,
4082,Aldas25,418,,-3,418,,,
4092,__BEGINNER,416,,416,-2,,,
4092,TheAura,416,,416,-2,,,
4092,Divya_Chakarwarti,416,,416,,,,-1
4092,PauseOut,416,,416,,,,
4092,msi_19,416,,416,,,,
4092,Chamseddine_chrifa,416,,416,,,,
4092,minhaj0231,416,,416,,,,
4099,ZER0_0NE,414,,414,,,,
4099,lan20180123,414,,414,-4,,,
4099,leru007,414,,414,,,,
4102,ayushrckz,412,,412,,,,-3
4102,Kmaxkum,412,,412,-1,,,
4102,mr_simple,412,,412,-1,,,
4102,kpeaker,412,,412,,,,
4106,kamlesh.goshwami,410,,410,-3,,,
4106,d4rks0c1ety,410,,410,-3,,,
4106,jwk,410,,410,-4,,,
4106,tyd05,410,,410,,,,
4106,Einsturing,410,,410,-3,,,
4111,amanverma1999,408,,-1,408,,,
4111,falconlover,408,-1,458,-4,,,
4113,sahushivam,406,,406,-3,,,
4113,ankitydav,406,,406,-2,,,
4113,Jlomka,406,,406,-1,-1,,
4113,duzolmayancar,406,,406,-2,,,
4117,jumman11,404,,404,-1,,,
4117,nishverma,404,,404,-2,,,
4117,ayush_73,404,,404,-1,,,
4120,s690759602,402,,402,,,,
4120,nightcoder21,402,,402,,,,
4120,nlebachnlb,402,,402,,,,
4120,niteesh555786,402,,402,-3,,,
4120,God_of_Atheists,402,,402,-2,,,
4120,sanskargarg533,402,,402,-2,,,
4126,leejh903,400,,400,,-1,,
4126,jiejiejie,400,,400,-3,,,
4126,vashwini409,400,,400,-4,,,
4126,Glacier-Luo,400,,400,,,,
4126,AGENT_21,400,,400,,,,
4131,King_lyl,398,,398,-7,,,
4131,shiv4s,398,,398,,,,
4133,at_babu,396,,396,,,,
4133,xx_Mor,396,,396,-4,,,
4133,awesomep,396,,396,,,,
4133,dinesh_csd,396,,-1,396,,,
4133,i0905108390,396,,396,-7,-1,,
4133,Datta_IWNL,396,,396,-3,,,
4139,bluebear,394,,394,-2,,,
4139,vineeth_n,394,,394,,,,
4139,parth8302,394,,394,,,,
4142,tarek3laa,392,,392,-3,,,
4142,newbro,392,,392,-4,,,
4144,rebeczka,390,,390,-3,,,-2
4144,MadKeinRocket,390,,390,,,,
4144,abhimanhas,390,,390,,,,
4144,vedant781999,390,,,390,,,
4144,Hs_,390,,390,,,,
4144,theweirdcrow,390,,390,,,,
4144,kushalforcode,390,,390,,,,
4151,oldbranch,388,,388,-2,,,
4151,VictorDW,388,,388,-4,,,
4151,wlalala,388,,388,-3,,,
4151,yzhyzh,388,,388,-2,,,
4151,Msy153,388,,388,-6,,,
4151,853155048,388,,388,,,,
4157,Valentin_one,386,,386,-1,,,
4157,manjeet1999,386,,386,,,,
4157,kpss01,386,,386,,,,
4160,harshitagra,384,,384,-1,,,
4160,Sagor_1703011,384,,384,,,,
4160,trantien151198,384,,384,-2,,,
4160,Aman_mittal,384,,384,,,,
4160,Reeeeeeyh,384,,384,-2,,,
4160,lorenzomoulin,384,,384,-1,,,
4160,Jenod,384,,384,-1,,,
4167,2018053292,382,,382,,,,
4167,buguniao,382,,382,,,,
4167,AhmedMaherAli,382,,382,-1,,,
4170,Ramil789,380,,380,-4,,,
4170,nuoyanli,380,,380,-3,,,
4170,sagarsingla_,380,,380,-4,,,
4170,Mason70,380,,380,-1,,,
4170,INSOS,380,,380,-1,,,
4175,Stivion,378,,378,-3,,,
4175,RivenMain,378,,378,,,,
4175,unirest,378,,378,-5,,,
4175,BadEn0ugh,378,,378,,,,
4175,haque_3,378,,378,,,,
4175,epsileer,378,,378,-1,,,
4181,N140191,376,,376,-1,,,
4181,tejaswi532,376,,376,,,,
4181,Leks360,376,,376,,,,
4181,Isabela_CR,376,,376,-1,,,
4185,RockStar_14,374,,374,-3,,,
4185,AhmedEzzatG,374,,374,-1,,,
4185,Johnson_Codes,374,,374,-2,,,
4188,srinivas1999,372,,372,-1,,,
4189,biku123,370,,370,,,,
4189,karemo,370,,370,-5,,,
4189,hs_harsh,370,,370,-3,,,
4189,Kevin_Zhang-TW,370,,370,-1,,,
4193,hoangnghiahiepak30,368,,368,,,,
4194,enabl3d,366,,366,-2,,-1,
4194,Charonxu,366,,366,,,,
4194,Rohit_1221,366,,366,,,,
4194,AstorWU,366,,366,-7,,,
4194,Chaitanya_Tyagi,366,,366,-1,,,
4194,amitkyadav,366,,366,,,,
4194,lihanyang,366,,366,,,,
4201,Hitech_gupta2111,364,,-1,364,,,
4201,16B01A1233,364,,364,-1,,,
4201,Sputnavi,364,,364,,,,
4201,VikasChandak,364,,364,-8,,,
4201,vladl2802,364,,364,,,,
4201,dibyamishra016,364,,364,-3,,,
4201,Apun_hi_bhagwan_hai,364,,364,,,,
4208,right_hand_of_king,362,,362,,,,
4208,Nikita-5,362,,362,,,,
4208,bansal045,362,,362,,,,
4208,Nanamiku,362,,362,,,,
4208,1697092101,362,,362,-5,,,
4208,iit2017074,362,,362,-3,,,
4208,swust-5120175253,362,,362,-3,,-1,
4215,2893ag,360,,360,-3,,,
4215,Vickt0r,360,,360,-1,,,-1
4215,ericsson_,360,,360,-2,,,
4215,wittybull7,360,,360,,,,
4215,Robiul001,360,,360,,,,
4215,ujjawal35,360,,360,,,,
4215,humit,360,,360,,,,
4222,dipesh7,358,,358,-1,,,
4222,bojackhorseman550,358,,358,,,,
4222,geek_007,358,,358,-3,,,
4222,qycc,358,,358,,,,
4222,Planetarien.,358,,358,-4,,,
4222,xololoxo,358,,358,,,,
4228,aryasid98,356,,356,-3,,,
4228,ASIF_GSC,356,,356,-1,,,
4228,ergouuuu,356,,356,,,,
4228,Saurabh07,356,,356,-2,,,
4232,abhinav_610,354,,354,,,,
4232,atom0410,354,,354,-3,,,
4232,woaimeishi,354,,354,-2,,,
4232,elver_galarga02,354,,354,,,,
4232,Full_stack,354,,354,-1,,,
4232,DATELOST,354,,354,,,,
4238,Sharry,352,,352,,,,
4238,bhavana_03,352,,352,,,,
4238,FAYJUL,352,,352,,,,
4238,Farhad.00_00,352,,352,,,,
4238,gauravprasun,352,,352,,,,-2
4243,tvs1998,350,,350,,,,
4243,Timur123,350,,350,-6,,,
4243,ealjkl,350,,350,-7,,,
4246,GGunter,348,,348,,,,
4246,tony29699,348,,348,-3,,,
4246,cwlboss,348,,348,,,,
4249,rv_punny,346,,346,,,,
4249,Amayama,346,,,346,,,
4249,PowerPenguin,346,,346,,,,
4249,ACtest,346,,346,,,,
4249,javad_asadi,346,,346,-1,,,
4254,amirmohammad.k,344,,344,-3,,,
4254,obaydullahmhs,344,,344,,,,
4254,ankit_bhadu,344,,344,-4,,,
4257,rick99y,342,,342,-5,,,
4257,naina_gupta,342,,342,,,,
4259,xuyang666,340,,340,-4,,,
4259,arnabfromjec05,340,,340,,,,
4259,akash92y,340,,340,-2,,,
4262,mahato,338,,338,,,,
4262,ais_ais_ais,338,,338,-2,,,
4262,Apale,338,,338,-2,,,
4265,khalil_2017,336,,336,-9,,,
4265,xyz1178700373,336,,336,-1,,,
4265,gaurang444,336,,336,,,,
4265,Saiyyamnitd,336,,336,-2,,,
4265,van_say,336,,336,,,,
4270,dhruv_dj,334,,334,,,,
4270,dimazh,334,,334,,,-1,
4270,mitulk,334,,334,-2,,,
4270,Vafelka3,334,,334,,,,
4274,Sanket17,332,,332,,,,
4274,Reigns123,332,,332,,,,
4274,diem_nine,332,,332,,,,
4274,Yangsshan_Zhao,332,,332,-5,,,
4278,villa_akshat,330,,330,-1,,,
4278,maddy_hacker,330,,330,-1,,,
4278,C_ODER,330,,330,-1,,,
4281,Mamadmokhi,328,,328,-3,,,
4281,expendbles,328,,-2,328,,,
4283,madaniitbhu,326,,326,,,,
4283,parthag300,326,,326,,,,
4283,sin_ha_rsh,326,,326,,,,-1
4286,Lovely__boy,324,,324,,,,
4286,hhdmw,324,,324,,,,
4286,ravijnv23,324,,324,,,,
4289,Mister.Robot,322,,322,-1,,,
4289,2018030801054,322,,322,,,,
4289,ShijieQ,322,,-7,322,,,
4289,__Archer,322,,322,-1,,,
4289,nihillian,322,,322,-4,,,
4289,Mudriman,322,,322,,,,
4295,srivasshub,320,,320,-3,,,
4295,da_201601231,320,,320,,,,
4295,imjugaadu,320,,320,-4,,,
4295,JFDuan,320,,320,-1,,,
4299,Ostriglas,318,,318,,,,
4300,baixiao,316,,316,-2,,,
4300,anikaduskar,316,,316,,,,
4300,Toirov_Sadi,316,,316,-1,,,
4300,Ratun011,316,,316,,,,
4300,201708024103,316,,316,,,,
4305,16B01A1261,314,,314,,,,
4305,phoenix_true,314,,314,,,,
4307,SarsHawk,312,,312,,,,
4307,zekun,312,,312,-5,,,
4309,wes_,310,,310,,,,
4309,YIFEI,310,,310,,,,
4309,paras_08,310,,310,-4,,,
4309,dannmmaster,310,,310,-2,,,
4313,Chief_Thug,308,-1,358,-2,,,
4313,Kamalia,308,,308,-3,,,
4313,luvARforever,308,,308,-6,,,
4316,satyampandey,306,,306,-2,,,
4316,kunalanand241,306,,306,-4,,,
4316,jacobphicks,306,,-2,306,,,-2
4316,Mvk29,306,,306,-1,,,
4320,iwishtobeahacker,304,,304,-1,,,
4320,saloni_99,304,,304,-1,,,
4320,kairavbansal,304,,304,-4,,,
4323,Saket1612,302,,302,-6,,,
4323,UNICK_27,302,,302,-1,,,
4325,ajitraj88,300,,300,-1,,,
4325,LegionIsHere,300,,300,,,,
4325,beingnq,300,,300,-2,,,
4325,nikhacks,300,,300,-2,,,
4325,shirish4,300,,-4,300,,,
4325,AlexPanda,300,,-1,300,,,
4331,Utkarsh_20,298,,298,,,,
4332,Zamasu123,296,,296,,,,
4332,Anoque,296,,296,,,,
4332,pooja7404,296,,296,,,,
4332,mr_bist,296,,296,,,,
4336,amansinha,294,,294,,,,
4337,yesky,292,,292,-9,,,
4337,shubhankarbanerjee2000,292,,292,,,,
4337,Laer_Virus,292,,292,,,,
4337,rsFalse,292,-1,342,-4,,,
4341,N_jara,290,,290,-5,,,
4341,Joker_28,290,,290,,,,
4343,darele,286,,286,-1,-1,,
4343,motregun,286,,286,,,,
4343,Error_Handler,286,,286,-3,,,
4343,DimaKhovrov,286,,286,,,,
4347,Meibisu,284,,284,-1,,,
4347,vatsal09,284,,284,,,,
4347,guodongxinxin,284,,284,,,,
4347,123_wind,284,,284,,,,
4351,amitnsky,282,,282,-4,,,
4351,PombaPlode,282,,282,-4,,,
4351,aqing0219,282,,282,,,,
4351,rowingpy,282,,282,-1,,,
4355,Marcos_Kalavas,280,,280,,,,
4356,nidanshu,278,,278,,,,
4357,nafarin,276,,276,,,,
4357,mathemis,276,,276,,,,
4357,qwsxdrt,276,,276,-2,,,
4360,rinatisk,270,,270,,,,
4360,amjong,270,,270,,,,
4360,rahulsachan,270,,270,,,,
4360,Nandan2412,270,,270,,,,
4364,Ahmed_Diab,268,,268,-1,,,
4364,AksTheFlash,268,,268,,,,
4364,Gus_Hou,268,,268,,,,
4367,16B01A1236,266,,266,,,,
4367,puns,266,,266,,,,
4369,vader_47,264,,264,-5,,,
4369,ArwenNi,264,,264,,,,
4369,i_think,264,,264,,,,
4372,praveshjain,262,,262,-4,,,
4373,jyh2378,260,,260,,,,
4373,divy,260,,260,,,,
4373,yashkhasbage25,260,,260,-1,,,
4376,themechanicalcoder,256,,256,,,,
4376,Emiliatann,256,,256,,,,-3
4378,dilbwagsingh,252,,252,,,,
4378,jahanvishah0309,252,,252,,,,
4380,__QAQ__,250,,250,,,,
4380,EnEm33,250,,250,-1,,,
4380,__Freewill,250,,250,,,,
4380,okayfine,250,,250,,,,
4384,shubhampal_07,248,,248,,,,
4385,huisam,246,,246,,,,
4385,mammedbrk,246,,246,,,,
4385,balveers,246,,246,-1,,,
4388,amarjeet_singh,244,,244,-2,,,
4389,sakshi1811,240,,240,-2,,,
4389,Reznichenko_Aleksandr,240,,240,-8,,,
4389,yuy,240,,240,-3,,,
4392,d-xiang-ha,238,,238,,,,
4393,Umme.Rukaya,236,,236,,,,
4394,shubhamandro,234,,234,-3,,,
4395,aayushdutt,232,,232,-2,,,
4395,meiniak,232,,232,,,,
4395,agarwal2604,232,,232,,,,
4395,_LegendaryNewbie_,232,,232,-1,,,
4395,foool,232,,232,-2,,,
4400,andresperez1024,226,,226,,,,
4401,_geek_for_life_,224,,224,,,,
4402,mohibur,222,,222,-3,,,
4403,hatemamer476,220,,220,-2,,,-1
4403,Ankit_yadav,220,,220,,,,
4405,anujpra,218,,218,,,,
4406,ihdignite,216,,216,,,,
4407,slik1977,214,,214,,,,
4408,ecjtu-17-TY,212,,212,-4,,,
4408,harshbhut42,212,,212,-2,,,
4410,include_i,208,,208,,,,
4411,SunnyMarot,204,,204,,,,
4411,AK2600,204,,204,-2,,,
4413,Talib,200,,200,,,,
4413,Manthan_144,200,,200,-5,,,
4415,blueskyee,198,,198,,,,
4416,patelvaidik,196,,196,-3,,,
4416,ted_mosby,196,,196,,,,
4418,mehta6820,194,,194,,,,
4419,oora,192,,192,,,,
4420,Almaz_man,190,,190,-3,,,-2
4421,lesstrq,188,,188,-4,,,
